,date,open,high,low,close,Adj Close,volume,SMA,ROC,RSI,Real Upper Band,Real Lower Band,Real Middle Band
19,2024-05-13 14:15:00,186.85000610351562,186.9499969482422,186.63999938964844,186.6501007080078,186.6501007080078,1401193,186.4361855643136,0.39269715267480615,65.80371259494012,187.2316157451561,185.12542313423842,186.4361855643136
20,2024-05-13 14:30:00,186.65989685058594,186.73500061035156,186.55999755859375,186.63999938964844,186.63999938964844,1073472,186.48832811628068,0.26323153866797777,65.41393175063271,187.2277407595651,185.26829805879424,186.48832811628068
21,2024-05-13 14:45:00,186.63999938964844,186.8249969482422,186.5800018310547,186.81500244140625,186.81500244140625,1203996,186.55225699288505,0.4111794555765849,68.85583767680849,187.20791342949536,185.45112587714527,186.55225699288505
22,2024-05-13 15:00:00,186.8199005126953,186.9199981689453,186.7100067138672,186.89999389648438,186.89999389648438,1488935,186.60582842145647,0.33396385359391634,70.39666094106218,187.14049676438566,185.69454199293858,186.60582842145647
23,2024-05-13 15:15:00,186.89999389648438,187.10000610351562,186.82000732421875,186.98989868164062,186.98989868164062,2750083,186.67296382359095,0.37570745650991044,71.97607968788199,187.16458138487215,185.8005477044833,186.67296382359095
24,2024-05-13 15:30:00,186.98500061035156,187.02999877929688,186.81500244140625,186.97250366210938,186.97250366210938,1748897,186.7225788661412,0.18083915943270512,71.18472676978115,187.21771868029984,185.8326612635478,186.7225788661412
25,2024-05-13 15:45:00,186.97500610351562,187.02000427246094,186.07000732421875,186.28500366210938,186.28500366210938,7501639,186.72222246442522,-0.2837024716273025,48.49207484013491,187.20704435749823,185.86385560588067,186.72222246442522
26,2024-05-14 09:30:00,187.64999389648438,188.3000030517578,187.1300048828125,187.27999877929688,187.27999877929688,8367159,186.76829419817244,0.3429058035476685,65.58927990566767,187.2857885030024,185.92211097209523,186.76829419817244
27,2024-05-14 09:45:00,187.27999877929688,187.72999572753906,186.9199981689453,187.00999450683594,187.00999450683594,2739334,186.782222202846,0.18825527117211693,59.78951407833541,187.28489963481942,186.0319994740673,186.782222202846
28,2024-05-14 10:00:00,187.02000427246094,187.14869689941406,186.6199951171875,186.7899932861328,186.7899932861328,2027590,186.79293605259485,0.16891656914188943,55.48437273896124,187.2736296251492,186.1072694227024,186.79293605259485
29,2024-05-14 10:15:00,186.80999755859375,187.07000732421875,186.5500030517578,187.00999450683594,187.00999450683594,1620466,186.81803567068917,0.12045444779580206,58.687872079761206,187.25736205373784,186.21953613962154,186.81803567068917
30,2024-05-14 10:30:00,187.00999450683594,187.07000732421875,186.2899932861328,186.50999450683594,186.50999450683594,1611787,186.8205348423549,-0.18197034282745475,49.89899247078978,187.23662160979873,186.26348672760363,186.8205348423549
31,2024-05-14 10:45:00,186.52000427246094,187.0,186.38040161132812,186.99000549316406,186.99000549316406,1143163,186.8351778302874,0.18210801058607043,56.616063821356356,187.23342050959496,186.3366890485105,186.8351778302874
32,2024-05-14 11:00:00,187.0,187.07000732421875,186.86500549316406,187.0012969970703,187.0012969970703,1043518,186.84598432268416,0.19357994460104652,56.76291424747502,187.25562931528768,186.35111049184124,186.84598432268416
33,2024-05-14 11:15:00,187.01499938964844,187.1999969482422,186.7899932861328,186.97999572753906,186.97999572753906,1158553,186.86954825265067,0.08831907714936436,56.3752345993557,187.27039905825745,186.35284007748476,186.86954825265067
34,2024-05-14 11:30:00,186.98500061035156,187.0,186.52000427246094,186.60000610351562,186.60000610351562,1265204,186.86669158935547,-0.16050711758444464,49.836325958158604,187.27171078284522,186.3475290242837,186.86669158935547
35,2024-05-14 11:45:00,186.6199951171875,186.94000244140625,186.60000610351562,186.91000366210938,186.91000366210938,960105,186.87347739083427,-0.04272691738673817,54.47542870281594,187.28082928841312,186.3635508995752,186.87347739083427
36,2024-05-14 12:00:00,186.9199981689453,186.9550018310547,186.74000549316406,186.8300018310547,186.8300018310547,791113,186.86847795758928,-0.0762153943834502,53.110373095690164,187.27004980933094,186.40982995141127,186.86847795758928
37,2024-05-14 12:15:00,186.83999633789062,186.91000366210938,186.76019287109375,186.8000030517578,186.8000030517578,601193,186.85491398402624,0.27645778217475975,52.57833242337244,187.27046617960363,186.41091352010338,186.85491398402624
38,2024-05-14 12:30:00,186.8000030517578,186.9499969482422,186.66000366210938,186.67999267578125,186.67999267578125,744902,186.83402034214564,-0.3203791688522552,50.40301857470297,187.2675809627162,186.39679739421737,186.83402034214564
39,2024-05-14 12:45:00,186.67999267578125,186.80999755859375,186.60000610351562,186.7790069580078,186.7790069580078,664579,186.86930629185267,-0.12351615187052556,52.161572705305346,187.26680999829853,186.41045898363507,186.86930629185267
40,2024-05-14 13:00:00,186.7790069580078,186.89999389648438,186.72000122070312,186.72000122070312,186.72000122070312,603470,186.82930646623885,-0.03747099306463955,51.00103157292109,187.2647647188716,186.42050444616748,186.82930646623885
41,2024-05-14 13:15:00,186.72999572753906,186.74000549316406,186.4510040283203,186.52999877929688,186.52999877929688,999068,186.7950210571289,-0.25666848919217355,47.3479398959674,187.27198005222107,186.38478874660706,186.7950210571289
42,2024-05-14 13:30:00,186.53500366210938,186.94000244140625,186.48500061035156,186.93499755859375,186.93499755859375,891993,186.80537850516183,0.2278714622675276,54.78267785288422,187.2751205820224,186.38514858301664,186.80537850516183
43,2024-05-14 13:45:00,186.9394989013672,187.0399932861328,186.8699951171875,186.94000244140625,186.94000244140625,2772511,186.80037907191686,-0.026741029086520082,54.86749128823956,187.26956388075226,186.38571566026334,186.80037907191686
