,date,open,high,low,close,Adj Close,volume,SMA,ROC,RSI,Real Upper Band,Real Lower Band,Real Middle Band
19,2024-05-13 14:15:00,466.5249938964844,467.3288879394531,466.2200012207031,467.30999755859375,467.30999755859375,305690,467.3470262799944,0.25314668942581936,51.340639772215006,469.658695454302,465.18831992655737,467.3470262799944
20,2024-05-13 14:30:00,467.3599853515625,467.6759033203125,466.57501220703125,467.45001220703125,467.45001220703125,333564,467.3913138253348,0.27243115346077773,52.053288769798364,469.61687686064397,465.39214108369197,467.3913138253348
21,2024-05-13 14:45:00,467.5299987792969,468.5,467.1499938964844,468.07501220703125,468.07501220703125,345992,467.5302429199219,0.3118205617138921,55.2069235858669,469.6686568205369,465.4678635652053,467.5302429199219
22,2024-05-13 15:00:00,468.0899963378906,468.3550109863281,467.6099853515625,467.80999755859375,467.80999755859375,214381,467.6466718401228,-0.06695147445791472,53.597135519068736,469.68472536189387,465.4787939252155,467.6466718401228
23,2024-05-13 15:15:00,467.8218078613281,468.4700012207031,467.6300048828125,468.3528137207031,468.3528137207031,275522,467.77044459751676,-0.21458404258832975,56.40137757253112,469.1942155341529,465.76680436330804,467.77044459751676
24,2024-05-13 15:30:00,468.42999267578125,468.7200012207031,468.0899963378906,468.3800048828125,468.3800048828125,387494,467.7887725830078,0.025625745245159915,56.54305139704148,469.216837499706,465.7597829836924,467.7887725830078
25,2024-05-13 15:45:00,468.4549865722656,468.635986328125,467.7001037597656,468.0199890136719,468.0199890136719,876069,467.6930585588728,0.05986205694248493,54.03922330458425,469.26380541415494,465.8308143368216,467.6930585588728
26,2024-05-14 09:30:00,463.385009765625,464.6600036621094,460.1000061035156,463.3299865722656,463.3299865722656,1473265,467.34091404506137,-0.8018038937834766,33.331974122869184,469.87792548023975,464.8666942707368,467.34091404506137
27,2024-05-14 09:45:00,463.2699890136719,464.4599914550781,462.57000732421875,462.92401123046875,462.92401123046875,489270,466.9969155447824,-1.2407686830812532,32.1823845858582,470.3463575625601,464.0776628231821,466.9969155447824
28,2024-05-14 10:00:00,463.1700134277344,465.3500061035156,462.6000061035156,464.6050109863281,464.6050109863281,624620,466.8204868861607,-0.48514236394455995,41.221987273538154,470.44167533610965,463.8248468806872,466.8204868861607
29,2024-05-14 10:15:00,464.70001220703125,469.3800048828125,463.70001220703125,468.1700134277344,468.1700134277344,644923,466.779774257115,0.23337049045241065,54.939604768418086,470.54000545348674,463.8815185943648,466.779774257115
30,2024-05-14 10:30:00,468.2699890136719,468.6199951171875,466.5,467.3699951171875,467.3699951171875,380936,466.81548854282926,0.1779025500630152,52.00638095638355,470.4771295741626,463.86905267681396,466.81548854282926
31,2024-05-14 10:45:00,467.2699890136719,469.239990234375,467.0799865722656,469.239990234375,469.239990234375,255924,466.9697745186942,0.41300051055279585,57.69234205893916,470.45562283459816,463.87855990465965,466.9697745186942
32,2024-05-14 11:00:00,469.17498779296875,471.45989990234375,469.1286926269531,471.1549987792969,471.1549987792969,484808,467.2994166782924,0.7925952455906033,62.58137671969367,471.0094639162696,463.6142177243554,467.2994166782924
33,2024-05-14 11:15:00,471.1618957519531,471.42999267578125,470.2300109863281,471.2900085449219,471.2900085449219,251015,467.58370317731584,0.686854938641463,62.90682151585514,471.5728318563833,463.4058516152964,467.58370317731584
34,2024-05-14 11:30:00,471.29449462890625,471.29449462890625,469.05010986328125,469.2699890136719,469.2699890136719,233024,467.7137015206473,0.31209069124164224,55.17460778536158,471.74957482342313,463.4486063289206,467.7137015206473
35,2024-05-14 11:45:00,469.2900085449219,469.6033935546875,468.6000061035156,469.2101135253906,469.2101135253906,179989,467.7947801862444,0.18304572526786206,54.958970982849756,471.803871416005,463.4413220654403,467.7947801862444
36,2024-05-14 12:00:00,469.2799987792969,469.89349365234375,468.75,469.010009765625,469.010009765625,167025,467.8804953438895,0.13450721129099558,54.196634314340855,471.9377992770967,463.5213956691923,467.8804953438895
37,2024-05-14 12:15:00,469.07501220703125,469.1499938964844,468.0,468.3500061035156,468.3500061035156,228405,467.8802947998047,0.07051346044839753,51.65174445668408,471.9985015737736,463.5876953256405,467.8802947998047
38,2024-05-14 12:30:00,468.3125915527344,468.9775085449219,468.17999267578125,468.5400085449219,468.5400085449219,136460,467.8917236328125,1.1244732962785784,52.34548684383898,472.0695734600574,463.7166234393567,467.8917236328125
39,2024-05-14 12:45:00,468.6050109863281,469.48699951171875,468.2528991699219,468.8999938964844,468.8999938964844,173502,467.954581124442,1.2909208684447468,53.70098673708676,472.16216017530286,463.78303635790024,467.954581124442
40,2024-05-14 13:00:00,468.9049987792969,469.16949462890625,468.2099914550781,468.57501220703125,468.57501220703125,128638,468.3292258126395,0.8544895398943405,52.25591420141275,472.21904325132897,463.8386532818742,468.3292258126395
41,2024-05-14 13:15:00,468.57501220703125,469.2300109863281,468.29998779296875,468.8550109863281,468.8550109863281,200138,468.75286865234375,0.14631384730912173,53.418964375072335,472.27352683987635,463.86216957125646,468.75286865234375
42,2024-05-14 13:30:00,468.8699951171875,468.9198913574219,467.58099365234375,468.57000732421875,468.57000732421875,240239,469.03608267647877,0.2567585038766472,52.029624358099355,472.315253876473,463.8964435112223,469.03608267647877
43,2024-05-14 13:45:00,468.4800109863281,468.9800109863281,467.69000244140625,468.8550109863281,468.8550109863281,131730,469.08501107352123,-0.08204314552444399,53.33661946634787,472.3519324321694,463.9099846820884,469.08501107352123
44,2024-05-14 14:00:00,468.8599853515625,470.6676025390625,468.6700134277344,470.4649963378906,470.4649963378906,283031,469.3060825892857,-0.14644913949633545,59.97141113297587,472.57690022145664,463.89351603830903,469.3060825892857
45,2024-05-14 14:15:00,470.5199890136719,470.9700012207031,470.489990234375,470.80999755859375,470.80999755859375,234682,469.41822596958707,-0.10185044826435607,61.24310750176077,472.8567943448031,463.89262276945465,469.41822596958707
46,2024-05-14 14:30:00,470.80999755859375,472.1000061035156,470.5888977050781,471.7550048828125,471.7550048828125,294760,469.4610835484096,0.5295492844883856,64.56401575237857,472.8671657240903,464.7247532212222,469.4610835484096
47,2024-05-14 14:45:00,471.7550048828125,471.94000244140625,471.1600036621094,471.7300109863281,471.7300109863281,161539,469.49251229422435,0.5370509689154727,64.40682633501332,472.49586686777684,465.9766520531216,469.49251229422435
48,2024-05-14 15:00:00,471.610107421875,472.29998779296875,471.30999755859375,472.0150146484375,472.0150146484375,223090,469.68858555385043,0.6407123132220929,65.44007930812651,472.314260797816,466.8992584892934,469.68858555385043
49,2024-05-14 15:15:00,472.0150146484375,472.5400085449219,471.3699951171875,472.1600036621094,472.1600036621094,302019,469.8992919921875,0.8134936498221496,65.98111922731192,472.6456825730724,466.96683573747447,469.8992919921875
50,2024-05-14 15:30:00,472.1199951171875,472.38739013671875,471.760009765625,472.1200866699219,472.1200866699219,300758,470.1214403424944,0.7640922994213749,65.67627883816826,472.8223199603072,467.26520750551316,470.1214403424944
51,2024-05-14 15:45:00,472.14019775390625,472.4599914550781,471.44000244140625,471.8599853515625,471.8599853515625,797021,470.37215314592635,0.6312628478582537,63.61387316028069,473.03522722580396,467.3142997517351,470.37215314592635
52,2024-05-15 09:30:00,474.9800109863281,476.8999938964844,472.8500061035156,475.0299987792969,475.0299987792969,1192534,470.8357238769531,1.377578062018725,74.23375909753571,473.9117586455724,466.82526833196664,470.8357238769531
53,2024-05-15 09:45:00,474.8399963378906,475.20989990234375,471.70001220703125,472.6700134277344,472.6700134277344,568637,471.1050109863281,0.8136849030109855,60.15698939691658,474.1015404621453,466.773487003675,471.1050109863281
54,2024-05-15 10:00:00,472.8800048828125,474.3800048828125,471.20001220703125,473.510009765625,473.510009765625,463504,471.457510811942,1.054272011479408,62.856801965944555,474.5044775061233,466.7945520348924,471.457510811942
55,2024-05-15 10:15:00,473.70001220703125,475.32989501953125,473.5,474.2049865722656,474.2049865722656,399688,471.8396519252232,1.1410724980165576,64.97164809127246,474.9888978792304,466.8096189664727,471.8396519252232
